"ID","路线编号","所在行政区划代码","路线名称","起点名称","止点名称","起点桩号","止点桩号","里程（公里）","技术等级代码","技术等级","是否一幅高速","车道数量(个)","面层类型代码","面层类型","路基宽度(米)","路面宽度(米)","面层厚度(厘米)","设计时速(公里/小时)","修建年度","改建年度","最近一次修复养护年度","断链类型","是否城管路段","是否断头路段","路段收费性质","重复路段线路编号","重复路段起点桩号","重复路段终点桩号","养护里程","可绿化里程","已绿化里程","地貌代码","地貌汉字","涵洞数量(个)","管养单位名称","省际出入口","国道调整前路线编号","是否按干线公路管理接养","备注","F40","startx","starty","endx","endy"
"356","G18","140621","荣乌高速","平鲁县界","山阴平鲁界","1210.55","1214.6","4.05","10","高速","否","4","11","沥青混凝土","26","24.5","16","100","2012","","","0","否","否","还贷","","","","4.05","3.354","3.354","1","山岭","10","朔州高速公路建设管理处","0","G18","是","","","MTEyLjQ4ODM5MTk2","MzkuNTk4NzcyMDI=","MTEyLjQ0OTIxNjYz","MzkuNjE2NTA4MTg="
"360","G1812","140922","沧榆高速","五台县石咀乡卢家庄村","五台县石咀乡南坪村","268","271.002","3.002","10","高速","否","6","12","水泥混凝土","28","25","10","80","2010","","","0","否","否","经营","","","","3.002","0.021","0.021","1","山岭","0","山西忻阜高速建设管理处","1","S46","是","","","MTEzLjc2NzI2ODY2","MzguOTM2NTI5NTU=","MTEzLjc0MDIwMzY=","MzguOTE5ODQwMDc="
"366","G1812","140922","沧榆高速","五台县耿镇镇耿镇村","火焰山隧道","311.15","312.509","1.359","10","高速","否","4","11","沥青混凝土","24.5","20","10","80","2010","","","0","否","否","经营","","","","1.359","1.118","1.118","1","山岭","0","山西忻阜高速建设管理处","0","S46","是","","","MTEzLjQ3MzU2NTY4","MzguNjg0NTIxNDc=","MTEzLjQ1ODU0OTQ3","MzguNjgyMDQxNzM="
"370","G1812","140922","沧榆高速","凤凰岭隧道","凤凰岭隧道","318.014","323.882","5.868","10","高速","否","4","12","水泥混凝土","24.5","20","10","80","2010","","","0","否","否","经营","","","","5.868","0","0","1","山岭","0","山西忻阜高速建设管理处","0","S46","是","","","MTEzLjQwMjM2Njc1","MzguNjY3MTE3NTk=","MTEzLjMzNDk1OTIz","MzguNjYyNzk1OTM="
"386","G1812","140902","沧榆高速","忻府区秦城乡部落村","忻府区秦城乡部落村","392.28","392.754","0.474","10","高速","否","4","11","沥青混凝土","24.5","20","10","80","2010","","","0","否","否","经营","","","","0.474","0.359","0.359","2","重丘","0","山西忻阜高速建设管理处","0","S46","是","","","MTEyLjY5MTM4OTE4","MzguNTI4NTM5NjI=","MTEyLjY4Njg4MzMz","MzguNTMwOTYzMzM="
"394","G20","140321","青银高速","冠山镇","冠山镇","713.98","715.763","1.783","10","高速","否","4","11","沥青混凝土","21.5","19.5","15","100","1996","","2015","0","否","否","还贷","","","","1.783","0","0","3","微丘","5","太旧高速公路有限责任公司","0","G20","是","","","MTEzLjcwMTk3MTU3","MzcuNzg4NjQzODI=","MTEzLjY4NDc1NjYz","MzcuNzgxODgyMzE="
"396","G20","140321","青银高速","冶西镇","冶西镇","726.204","726.98","0.776","10","高速","否","4","11","沥青混凝土","21.5","19.5","15","100","1996","","2015","0","否","否","还贷","","","","0.776","0.776","0.776","3","微丘","2","太旧高速公路有限责任公司","0","G20","是","","","MTEzLjU2Nzk2NTc=","MzcuNzcwMjMzMjk=","MTEzLjU1OTc3ODM1","MzcuNzcwNzA2NDM="
"408","G20","140702","青银高速","寿阳县南燕竹村","榆次市什贴镇","797.58","799.58","2","10","高速","否","4","11","沥青混凝土","24","17.5","15","120","1995","","2015","0","否","否","还贷","","","","2","2","2","1","山岭","9","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjg5ODI1OTI4","MzcuODU5NDE1MjE=","MTEyLjg4MDAyMDI2","MzcuODUzMjcyOTI="
"409","G20","140702","青银高速","榆次市什贴镇","榆次市什贴镇","799.58","801.915","2.335","10","高速","否","4","11","沥青混凝土","21.5","15","15","120","1995","","2015","0","否","否","还贷","","","","2.335","2.335","2.335","1","山岭","5","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjg4MDAyMDI2","MzcuODUzMjcyOTI=","MTEyLjg3NjM0MDI=","MzcuODMyODg2Mw=="
"411","G20","140105","青银高速","榆次小店界","小店","825.83","826.273","0.443","10","高速","否","4","11","沥青混凝土","26","15","15","120","1995","","2015","0","否","否","还贷","","","","0.443","0.443","0.443","4","平原","1","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjY0OTAxMTY2","MzcuNzcxMzE1","MTEyLjY0NDE1NzI2","MzcuNzcwOTg0ODM="
"412","G20","140105","青银高速","小店","小店","826.273","826.654","0.381","10","高速","否","4","11","沥青混凝土","26","15","15","120","1995","","2015","0","否","否","还贷","","","","0.381","0.343","0.343","3","微丘","0","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjY0NDE1NzI2","MzcuNzcwOTg0ODM=","MTEyLjY0MDEzNzQ1","MzcuNzcwMDU2MjM="
"465","G2003","140122","太原绕城高速","阳曲县青龙镇","阳曲县青龙镇","0","4.459","4.459","10","高速","否","6","11","沥青混凝土","27","24","15","100","1998","","","0","否","否","还贷","G55","728.639","733.098","4.459","4.058","4.058","4","平原","4","忻州高速公路有限责任公司","0","G55","是","","","MTEyLjYwMjMzNzEz","MzguMDA3ODU4MzM=","MTEyLjU4MzEyMzI3","MzcuOTcyMzI4ODI="
"468","G2003","140107","太原绕城高速","丈子头互通","丈子头互通","9.568","9.877","0.309","10","高速","否","4","11","沥青混凝土","24.5","21","15","80","1996","2005","2015","0","否","否","经营","","","","0.309","0.295","0.295","3","微丘","2","太原高速公路公司","0","G55","是","","","MTEyLjU5MTk3MTg3","MzcuOTI4Mjk2Nw==","MTEyLjU5MjQ2MDM1","MzcuOTI1NTQzMjY="
"470","G2003","140107","太原绕城高速","杨家峪互通","杨家峪互通","14.688","15.087","0.399","10","高速","否","4","11","沥青混凝土","28.5","25","15","120","1996","2005","2015","0","否","否","经营","","","","0.399","0.37","0.37","3","微丘","0","太原高速公路公司","0","G55","是","","","MTEyLjYwNjgzNzE2","MzcuODg0OTA3","MTEyLjYwOTY1MzU3","MzcuODgyMDg2OTY="
"471","G2003","140107","太原绕城高速","杨家峪互通","民营区","15.087","17.585","2.498","10","高速","否","4","11","沥青混凝土","28.5","25","15","120","1996","2005","2015","0","否","否","经营","","","","2.498","1.855","1.855","3","微丘","6","太原高速公路公司","0","G55","是","","","MTEyLjYwOTY1MzU3","MzcuODgyMDg2OTY=","MTEyLjYxMDM5NDM2","MzcuODYwMzg2MzM="
"473","G2003","140106","太原绕城高速","松庄互通","松庄互通","18.637","18.985","0.348","10","高速","否","4","11","沥青混凝土","28.5","25","15","120","1996","2005","2015","0","否","否","经营","","","","0.348","0.348","0.348","3","微丘","0","太原高速公路公司","0","G55","是","","","MTEyLjYwOTM0Nzk1","MzcuODUwOTczNTM=","MTEyLjYwOTMwNzI=","MzcuODQ3ODQyMjY="
"476","G2003","140106","太原绕城高速","长风","长风互通","21.46","21.973","0.513","10","高速","否","8","11","沥青混凝土","28.5","25","15","120","1996","2005","2015","0","否","否","经营","","","","0.513","0.48","0.48","3","微丘","3","太原高速公路公司","0","G55","是","","","MTEyLjYwOTYzMDk3","MzcuODI1NTc1MTk=","MTEyLjYxMDMyNjUz","MzcuODIwOTk2NTM="
"478","G2003","140106","太原绕城高速","长风互通","南坪头村","22.678","23.123","0.445","10","高速","否","8","11","沥青混凝土","28.5","25","15","120","1996","2005","2015","0","否","否","经营","","","","0.445","0.432","0.432","3","微丘","2","太原高速公路公司","0","G55","是","","","MTEyLjYxMzEwMTIy","MzcuODE1MDc=","MTEyLjYxNTkwNDMz","MzcuODExNzMwNjY="
"480","G2003","140105","太原绕城高速","小店","小店","28.129","28.51","0.381","10","高速","否","4","11","沥青混凝土","26","15","15","120","1995","","","0","否","否","还贷","G20","826.273","826.654","0.381","0.343","0.343","3","微丘","0","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjY0NDE1NzI2","MzcuNzcwOTg0ODM=","MTEyLjY0MDEzNzQ1","MzcuNzcwMDU2MjM="
"481","G2003","140105","太原绕城高速","小店","小店","28.51","28.929","0.419","10","高速","否","4","11","沥青混凝土","26","15","15","120","1995","","","0","否","否","还贷","G20","826.654","827.073","0.419","0.006","0.006","3","微丘","0","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjY0MDEzNzQ1","MzcuNzcwMDU2MjM=","MTEyLjYzNTg1OTUz","MzcuNzY4NjA2MzQ="
"483","G2003","140105","太原绕城高速","武宿","武宿","29.433","30.034","0.601","10","高速","否","4","11","沥青混凝土","26","15","15","120","1995","","","0","否","否","还贷","G20","827.577","828.178","0.601","0.436","0.436","3","微丘","0","太旧高速公路有限责任公司","0","G20","是","","","MTEyLjYzMDYwODc4","MzcuNzY3MTA4ODE=","MTEyLjYyMzk2OTY0","MzcuNzY2ODI1NTQ="
"520","G207","140322","乌海线","十八盘","盘顶","1483.97","1489.298","5.328","12","二级","否","2","12","水泥混凝土","8.5","8","32","40","1999","","2012","0","否","否","非收费","","","","5.328","5.188","5.188","2","重丘","29","盂县东公路管理段","1","G207","是","","","MTEzLjYxMTQ5MjEz","MzguMjM2NzA3Njk=","MTEzLjU5ODM2OTMy","MzguMjE4MjM0MTE="
"522","G207","140322","乌海线","东木口","交口","1492.662","1500.202","7.54","12","二级","否","2","11","沥青混凝土","10","9","10","60","1999","2010","","0","否","否","非收费","","","","7.54","4.12","4.12","2","重丘","20","盂县东公路管理段","0","G207","是","","","MTEzLjU4NjIyOA==","MzguMTk1MDE3MDQ=","MTEzLjYwMDE3OTg3","MzguMTMxMDk1OTE="
"523","G207","140322","乌海线","交口","东会里","1500.202","1501.868","1.666","12","二级","否","2","11","沥青混凝土","10","9","10","60","1999","2010","","0","否","否","非收费","","","","1.666","1.666","1.666","2","重丘","4","盂县东公路管理段","0","G207","是","","","MTEzLjYwMDE3OTg3","MzguMTMxMDk1OTE=","MTEzLjU4NTQ4Njky","MzguMTIzNTU5NDM="
"526","G207","140311","乌海线","白岩沟","河南口","1516.658","1518.423","1.765","12","二级","否","2","11","沥青混凝土","12","11","10","60","1972","2014","","0","否","否","非收费","","","","1.765","1.765","1.765","2","重丘","6","郊区公路管理段","0","G207","是","","","MTEzLjYwNTM2NjY3","MzguMDE2OTM1MzI=","MTEzLjU5MjcyODM5","MzguMDA2MzUyNjE="
"527","G207","140311","乌海线","河南口","韩庄","1518.423","1518.841","0.418","12","二级","否","2","11","沥青混凝土","12","11","10","60","1972","2014","","0","否","否","非收费","","","","0.418","0.418","0.418","2","重丘","1","郊区公路管理段","0","G207","是","","","MTEzLjU5MjcyODM5","MzguMDA2MzUyNjE=","MTEzLjU5NDIxNDA4","MzguMDAyNzg0NTg="
"528","G207","140311","乌海线","韩庄","韩庄","1518.841","1519.775","0.934","12","二级","否","2","11","沥青混凝土","12","11","10","60","1972","2017","","0","否","否","非收费","","","","0.934","0.934","0.934","2","重丘","0","郊区公路管理段","0","G207","是","","","MTEzLjU5NDIxNDA4","MzguMDAyNzg0NTg=","MTEzLjU5OTM0NTIz","MzcuOTk2MDIzMTg="
"529","G207","140311","乌海线","韩庄","三郊","1519.775","1521.947","2.172","12","二级","否","2","11","沥青混凝土","12","11","10","60","1972","2014","","0","否","否","非收费","","","","2.172","2.172","2.172","2","重丘","7","郊区公路管理段","0","G207","是","","","MTEzLjU5OTM0NTIz","MzcuOTk2MDIzMTg=","MTEzLjU5NDYzODU5","MzcuOTc5MDQxNDY="
"530","G207","140311","乌海线","三郊","杨树沟","1521.947","1524.157","2.21","13","三级","否","2","11","沥青混凝土","8","7.5","5","40","1972","2006","","0","否","否","非收费","","","","2.21","2.21","2.21","2","重丘","2","郊区公路管理段","0","G207","是","","","MTEzLjU5NDYzODU5","MzcuOTc5MDQxNDY=","MTEzLjU4NTAwNzQy","MzcuOTYxODkzMDM="
"531","G207","140311","乌海线","杨树沟","千亩坪","1524.157","1527.109","2.952","12","二级","否","4","11","沥青混凝土","16","15.5","8","60","1990","2004","2015","0","否","否","非收费","","","","2.952","1.394","1.394","2","重丘","9","郊区公路管理段","0","G207","是","","","MTEzLjU4NTAwNzM2","MzcuOTYxODkzMDI=","MTEzLjU5ODYxOTY2","MzcuOTQxOTU2MzM="
"533","G207","140311","乌海线","林里","白泉","1527.639","1528.773","1.134","12","二级","否","4","11","沥青混凝土","16","15.5","7","60","2004","","","0","否","否","非收费","","","","1.134","0.553","0.553","2","重丘","3","郊区公路管理段","0","G207","是","","","MTEzLjYxMzEyNTI1","MzcuOTMzNzczODI=","MTEzLjYyMTExMjAx","MzcuOTI1OTk5NDE="
"535","G207","140311","乌海线","下白泉","义井桥","1530.033","1538.713","8.68","11","一级","否","4","11","沥青混凝土","22.5","21.5","10","60","2004","","","0","否","否","非收费","","","","8.68","8.68","8.68","2","重丘","21","阳泉市宏大公路经营有限公司","0","其他","否","","","MTEzLjYyODk5OA==","MzcuOTE2ODIyODM=","MTEzLjYxNDMyMjY4","MzcuODQzNzQ1NTM="
"536","G207","140311","乌海线","义井桥","平定坡","1538.713","1541.586","2.873","11","一级","否","6","11","沥青混凝土","40","26","8","80","1983","","2011","0","否","否","非收费","","","","2.873","2.873","2.873","3","微丘","4","郊区公路管理段","0","G207","是","","","MTEzLjYxNDMyMjY4","MzcuODQzNzQ1NTM=","MTEzLjYxNzkxOTYy","MzcuODE4Nzk3ODM="
"537","G207","140321","乌海线","平定坡","北磛石","1541.586","1547.167","5.581","11","一级","否","6","11","沥青混凝土","40","26","8","80","1996","","","0","否","否","非收费","","","","5.581","5.323","5.323","3","微丘","4","平定公路管理段","0","G207","是","","","MTEzLjYxNzkxOTYy","MzcuODE4Nzk3ODM=","MTEzLjY2MTI1OTE5","MzcuNzg0Mjg5NTY="
"539","G207","140321","乌海线","庄窝","张庄","1548.036","1561.567","13.531","12","二级","否","2","11","沥青混凝土","15","14.4","9","60","1978","","","0","否","否","非收费","","","","13.531","10.318","10.318","3","微丘","35","平定公路管理段","0","G207","是","","","MTEzLjY2MzAyMzI2","MzcuNzc3MTY3MTg=","MTEzLjY5Mzg5NzQ4","MzcuNjY5NzEzODg="
"542","G207","140724","乌海线","留庄","留庄","1569.628","1573.061","3.433","11","一级","否","4","11","沥青混凝土","42","40","9","80","1996","2017","","0","否","否","非收费","","","","3.433","3.433","3.433","3","微丘","20","昔阳公路管理段","0","G207","是","","","MTEzLjcxNzM0Mzgx","MzcuNjA5NTk4NzE=","MTEzLjY5NDk1OTY2","MzcuNTg1MDIyMDk="
"554","G207","140722","乌海线","曹家寨","突堤","1641.119","1648.377","7.258","11","一级","否","4","11","沥青混凝土","22","20","12","60","2002","2017","","0","否","否","非收费","","","","7.258","7.258","7.258","1","山岭","14","左权公路管理段","0","G207","是","","","MTEzLjQxMDk3MTAx","MzcuMTM4MjcwMzk=","MTEzLjM4NDI3NTM1","MzcuMDg0ODI0NTQ="
"563","G207","140722","乌海线","桐峪","申家峧","1666.857","1671.057","4.2","12","二级","否","2","12","水泥混凝土","10.5","8.5","20","60","2005","","","0","否","否","非收费","","","","4.2","4.2","1.386","1","山岭","16","左权公路管理段","0","G207","是","","","MTEzLjM0NTM3NDYx","MzYuOTQ2MTgzMDE=","MTEzLjM3MzkzNTEz","MzYuOTIyOTE1ODI="
"567","G207","140426","乌海线","方向村","西井镇","1686.821","1698.173","11.352","12","二级","否","2","22","沥青碎石","12","9","6.5","60","2001","","","0","否","否","非收费","","","","11.352","11.352","0","1","山岭","26","黎城公路管理段","0","G207","是","","","MTEzLjQzNzE0MTM0","MzYuODI5NjgyMDk=","MTEzLjQxMjM1MTIz","MzYuNzQ0ODU1Mg=="
"569","G207","140426","乌海线","北桑鲁村","阳南河","1700.042","1724.264","24.222","12","二级","否","2","11","沥青混凝土","10","9","7","60","2006","","","0","否","否","非收费","","","","24.222","24.222","17.965","2","重丘","28","黎城公路管理段","0","G207","是","","","MTEzLjQwNTM5ODQx","MzYuNzMwNzIzNDY=","MTEzLjM3MTI0MTMx","MzYuNTQ0NTMwNDE="
"571","G207","140426","乌海线","长邯高速出口","城南村入口","1725.67","1726.2","0.53","12","二级","否","2","11","沥青混凝土","20","19","27","60","2006","2014","","0","否","否","非收费","","","","0.53","0.53","0.302","2","重丘","1","黎城公路管理段","0","G207","是","","","MTEzLjM3NDE4Njc5","MzYuNTMyMjA1Mzk=","MTEzLjM3MTQ5Nzc4","MzYuNTI4MDEyNTE="
"575","G207","140406","乌海线","张庄口","漫流河村","1746.51","1748.829","2.319","12","二级","否","4","11","沥青混凝土","16","15","4","80","2004","2009","","0","否","否","非收费","","","","2.319","2.319","2.319","3","微丘","2","潞城公路管理段","0","G207","是","","","MTEzLjMyMjY0MDE2","MzYuMzkwNDg3NQ==","MTEzLjMxOTg2MjE=","MzYuMzcwNDgxODU="
"576","G207","140406","乌海线","漫流河村","漫流河村","1748.829","1751.504","2.675","12","二级","否","4","11","沥青混凝土","16","15","4","60","1988","2009","","0","否","否","非收费","","","","2.675","2.675","2.675","3","微丘","3","潞城公路管理段","0","G207","是","","","MTEzLjMxOTg2MjE=","MzYuMzcwNDgxODU=","MTEzLjMwNTA0MTY4","MzYuMzQ5ODY2Mw=="
"577","G207","140406","乌海线","漫流河村","漫流河村","1751.504","1754.405","2.901","12","二级","否","4","11","沥青混凝土","15","14","4","60","2006","2009","","0","否","否","非收费","","","","2.901","2.901","2.901","3","微丘","0","潞城公路管理段","0","G207","是","","","MTEzLjMwNTA0MTY4","MzYuMzQ5ODY2Mw==","MTEzLjI3ODI4NDE5","MzYuMzM1NDQ5NTg="
"581","G207","140406","乌海线","中华西大街","北庄村","1764.838","1767.464","2.626","11","一级","否","4","11","沥青混凝土","27.2","22","5.5","80","2006","","","0","否","否","非收费","","","","2.626","2.626","0","4","平原","0","潞城公路管理段","0","G207","是","","","MTEzLjIwMTM2NTA0","MzYuMzM0NzQ0NzM=","MTEzLjE5NDEyOTg=","MzYuMzExOTY0OTk="
"584","G207","140403","乌海线","南垂","南垂","1773.825","1776.29","2.465","11","一级","否","4","11","沥青混凝土","24","23","10","80","1998","2015","","0","否","否","非收费","","","","2.465","2.465","2.465","4","平原","5","长治市公路管理段","0","G207","是","","","MTEzLjE2NTEyNzk1","MzYuMjYwMTA5NjE=","MTEzLjE1NjQ3MzM5","MzYuMjM5MzQ5MTE="
"587","G207","140403","乌海线","关村","灯泡厂","1778.373","1781.171","2.798","11","一级","否","4","11","沥青混凝土","24","23.4","5.5","80","1998","2009","","0","否","否","非收费","","","","2.798","2.798","2.798","4","平原","2","长治市公路管理段","0","G207","是","","","MTEzLjE0ODg4Mzcz","MzYuMjIxNzAxOTM=","MTEzLjE0MTE3MQ==","MzYuMTk3NTMyMzM="
"588","G207","140403","乌海线","灯泡厂","北石槽村","1781.171","1784.748","3.577","11","一级","否","4","11","沥青混凝土","34","16","8","60","1991","","","0","是","否","非收费","","","","0","3.577","0","4","平原","0","长治市住房保障和城乡建设管理局","0","城市道路","否","","","MTEzLjE0MTE3MQ==","MzYuMTk3NTMyMzM=","MTEzLjEzMjQ5OTU=","MzYuMTY2MjIxNjY="
"589","G207","140403","乌海线","北石槽村","郊区壶关界","1784.748","1789.569","4.821","11","一级","否","4","11","沥青混凝土","24","20","10","80","2005","","","0","否","否","非收费","","","","4.821","4.821","4.123","3","微丘","0","长治市公路管理段","0","S225","是","","","MTEzLjEzMjQ5OTU=","MzYuMTY2MjIxNjY=","MTEzLjE4MjIxNzEy","MzYuMTUzNjEwNw=="
"595","G207","140427","乌海线","沟洞入口","沟洞出口","1804.347","1804.498","0.151","13","三级","否","2","11","沥青混凝土","12","7","7","30","1970","2009","2014","0","否","否","非收费","","","","0.151","0.151","0.151","3","微丘","0","壶关交通运输局","0","X675140427","否","","","MTEzLjE4NDM3Mzg0","MzYuMDQ3MDkyNjk=","MTEzLjE4NDY0NDc2","MzYuMDQ1NzY0MDk="
"598","G207","140427","乌海线","黄家川出口","黄山入口","1806.592","1808.786","2.194","13","三级","否","2","11","沥青混凝土","12","7","7","30","1970","2009","2014","0","否","否","非收费","","","","2.194","2.194","2.194","3","微丘","4","壶关交通运输局","0","X675140427","否","","","MTEzLjE3ODg4MDEy","MzYuMDI3NjM2OTY=","MTEzLjE3Mzg3MDk0","MzYuMDA5MDcwOA=="
"599","G207","140427","乌海线","黄山入口","黄山出口","1808.786","1809.991","1.205","13","三级","否","2","11","沥青混凝土","12","7","7","30","1970","2009","","0","否","否","非收费","","","","1.205","1.205","1.205","3","微丘","2","壶关交通运输局","0","X675140427","否","","","MTEzLjE3Mzg3MDk0","MzYuMDA5MDcwOA==","MTEzLjE3NzYyMTk=","MzUuOTk5OTY1Nzk="
